H3TO123	During the past 12 months, how often d id you have
H3TO124	During the past 12 months, how often d id you have
H3TO125	During the past 12 months, how often d id you have problems with someone you w ere d ating because you had been u sing d ru gs?
H3TO126	Du ring th e past 12 m onth s, how  often d id you  get into a sexual situation that you later regretted because you had been u sing d ru gs?
H3TO127	Du ring th e past 12 m onth s, how  often d id you  get into a p h ysical fight becau se you  had  been u sing d ru gs?
H3TO128	Du ring th e past 12 m onth s, how  often w ere you h igh on d rugs at school or w ork?
H3TO129	Are you a m em ber of an y kind  of 12-step r ecovery grou p or program? 
H3TO130	During the p ast 12 mon ths, have you ever seriously thought abou t comm itting su icid e?
H3TO131	Du ring th e past 12 m onth s, how  m an y times ha ve you actu ally attem p ted  su icid e?
H3TO132	Did any attempt resu lt in an  injury, poisoning, or overdose th at h ad  to be tr eated  by a d octor or n u rse?
H3TO133	Du ring the p ast 12 m onth s, hav e any of you r friend s tried to kill th em selves?
H3TO134	Have any of them died as a result?
H3TO135	Du rin g th e p ast 12 mon th s, hav e an y of you r fam ily m em bers tried to kill them selves?
H3TO136	Have any of them died as a result?
H3MA1	By the time you started 6th grade, how often had your parents or other  adult  care-giv ers left y ou  home alone when  an  adult should  have been with you?
H3MA2	How  often had y our p arents or other ad ult care-givers not taken care of your basic needs, such as keeping you clean or providing food or clothing?
H3MA3	How often had your parents or other adult care-givers slapped , hit, or kicked you?
H3MA4	How often had one of your parents or other adult care-givers touch ed yo u in a  sexual w ay, forced you  to tou ch him  or her in a sexua l way , or forced you  to have sexual relation s?
H3MA5	How often had Social Services investigated how you w ere taken care of or tried to take you out of your  living situation?
H3MA6	H ow  often  ha d y ou  actu ally b een tak en o ut  of you r livin g situation  by Social Services?
H3MAC7	How  often have you left your {CHILD/ CHILDREN} hom e alone, even w hen an ad ult should h ave been with
H3MAC8	How  often have you n ot taken care of your
H3MAC9	How often have you slapped, hit, or kicked {YOUR CH ILD/  AN Y OF YOUR CH ILDREN }?
H3MAC10	How often has Social Services investigated how you take care of your {CHILD/ CHILDREN} or tried to take {YOUR CHILD/ ANY OF YOUR CHILDREN} away  from your family?
H3CC1	At any time during your adolescence, when you were between  12 to 18 years  old , did  you  regularly  pa rticipate in volunteer or community service work?  Don't count things like washing cars or selling candy to raise money.
H3CC2A	Was this work strictly voluntary (that is, you did  it only because you wanted to), or was it ordered by  a court as part of a sentence or required  by your p arents, school, or religious group?  Indicate all that apply. strictly voluntary
H3CC2B	Was this work strictly voluntary (that is, you did  it only because you wanted to), or was it ordered by  a court as part of a sentence or required  by your p arents, school, or religious group?  Indicate all that apply. court-ord ered
H3CC2C	Was this work strictly voluntary (that is, you did  it only because you wanted to), or was it ordered by  a court as part of a sentence or required  by your p arents, school, or religious group?  Indicate all that apply. required  by parents/ school/ religious group
H3CC3	Du ring th e last 12 m onths did y ou  per form  any unpaid volunteer or community service work?
H3CC4A	Which of the following typ es of organizations have you been  involved w ith in your volunteer or community service work in the last 12 months?  Indicate all that apply. youth organ izations, such as Little League or scouts
H3CC4B	Which of the following typ es of organizations have you been  involved w ith in your volunteer or community service work in the last 12 months?  Indicate all that apply. service organ izations, such  as Big Brother or Big Sister
H3CC4C	Which of the following typ es of organizations have you been  involved w ith in your volunteer or community service work in the last 12 months?  Indicate all that apply. political clubs or organ izations
H3CC4D	Which of the following typ es of organizations have you been  involved w ith in your volunteer or community service work in the last 12 months?  Indicate all that apply. solidarity or eth nic-supp ort grou ps, such as th e NAA CP
H3CC4E	Which of the following typ es of organizations have you been  involved w ith in your volunteer or community service work in the last 12 months?  Indicate all that apply. chu rch o r church-r elated  groups (not  inclu din g worship services)
H3CC4F	Which of the following typ es of organizations have you been  involved w ith in your volunteer or community service work in the last 12 months?  Indicate all that apply. comm unity centers, neighborh ood im provement associations, or social-action groups
H3CC4G	Which of the following typ es of organizations have you been  involved w ith in your volunteer or community service work in the last 12 months?  Indicate all that apply. organized volunteer groups in hospitals or nursin g hom es
H3CC4H	Which of the following typ es of organizations have you been  involved w ith in your volunteer or community service work in the last 12 months?  Indicate all that apply. edu cational organizations
H3CC4I	Which of the following typ es of organizations have you been  involved w ith in your volunteer or community service work in the last 12 months?  Indicate all that apply. conservation, recycling, or environmental grou ps, such as the Sierr a Cl u b or  th e N at u re C on ser va ncy
H3CC5	Have you  donated  blood, plasma, or platelets during th e last 12 months?
H3CC6	Are you a registered organ donor?
H3CC7	Are you  registered  to vote?
H3CC8	Did you v ote in the most recent pr esidential election?
H3CC9A	Wh ich of th e follow ing  th ing s ha ve y ou  do ne d ur ing  th e last 12 m on th s?  Ind icate all that apply. contributed mon ey to a political party or cand idate
H3CC9B	Wh ich of th e follow ing  th ing s ha ve y ou  do ne d ur ing  th e last 12 m on th s?  Ind icate all that apply. contacted a government official regarding political or comm unity issues
H3CC9C	Wh ich of th e follow ing  th ing s ha ve y ou  do ne d ur ing  th e last 12 m on th s?  Ind icate all that apply. ru n fo r a p u blic o ffice
H3CC9D	Wh ich of th e follow ing  th ing s ha ve y ou  do ne d ur ing  th e last 12 m on th s?  Ind icate all that apply. ru n fo r a no n-p u blic o ffice
H3CC9E	Wh ich of th e follow ing  th ing s ha ve y ou  do ne d ur ing  th e last 12 m on th s?  Ind icate all that apply. at ten d ed  a p olit ical r ally  or m ar ch
H3CC9F	Wh ich of th e follow ing  th ing s ha ve y ou  do ne d ur ing  th e last 12 m on th s?  Ind icate all that apply. filed a tax return
H3CC10	I trust the federal government.
H3CC11	I trust my state government.
H3CC12	I trust my local governmen t.
H3CC13	In term s of politics, do you con sider yo urself conservative, liberal, or middle-of-the-road?
H3CC14	Do you identify with a specific political party?
H3CC15	With which party do you identify?
H3RE1	Wh at is you r p resen t religion?
H3RE2	Oth er religion *:
H3RE3	Are you fu n d am en talist, evan gelical, m ainlin e, liberal, Pentecostal, or non e of th ese?
H3RE4	Are you trad ition al, m od erate, liberal, or non e of th ese?
H3RE5	Are you Orth od ox, Con servative, Reform , or non e of th ese?
H3RE6	[If this is the first time Q.6 is asked, ask:]   Wh at is your d enom ination? 
H3RE7	Oth er d en om in ation*:
H3RE8	Wh ich An abap tist ch u rch is th at?  What is it called exactly?
H3RE9	With w h ich Bap tist grou p is you r ch u rch associated —for exam p le, th e Sou th ern Bap tist Con ven tion , th e Am erican Bap tist Ch u rch es in the USA, an d so on ?
H3RE10	Is that th e Ch u rch of the Brethren , the Plym ou th Brethren , the Un ited Breth ren in Ch rist, or an other Breth ren grou p ?
H3RE11	Is it associated w ith a d en om in ation, a Pentecostal ch u rch , or a non d en om in ation al charism atic chu rch?
H3RE12	Wh en you say “Christian ,” d o you m ean the d en om in ation called the “Ch ristian Ch u rch (Discip les of Ch rist)” or som e oth er Ch ristian d en om in ation , or d o you m ean to say, “I am sim p ly a Ch ristian”?
H3RE13	Is that th e Ch u rch of Ch rist or the Un ited Ch u rch of Ch rist?
H3RE14	Is that the Ch u rch of God of An d erson, In d ian a; the Ch u rch of God of Clevelan d , Ten n essee; the Ch u rch of God in Ch rist; or som e other Ch u rch of God ?
H3RE15	Is th at th e Un ited Ch u rch of Ch rist or ju st a Con gregation al church? 
H3RE16	Wh ich H olin ess grou p is that?
H3RE17	Is th at ind ep en d en t ch arism atic, ind ep en d en t evan gelical, in d ep en d ent fu n d am en talist, in d ep en d en t Pentecostal, or som eth in g else?
H3RE18	Is you r ch u rch affiliated w ith an y d en om ination at all?
H3RE19	Is that th e Evan gelical Lu theran Ch u rch in Am erica, the Missou ri Synod , th e Wiscon sin Synod , or anoth er Lu th eran group? 
H3RE20	Wh ich Meth od ist ch u rch is th at?  What is it called exactly?
H3RE21	Wh ich Pen tecostal ch u rch is th at?  What is it called exactly?
H3RE22	Wh ich Presbyterian ch u rch is th at?  What is it called exactly?
H3RE23	Is th at th e Ch ristian Reform ed Ch u rch, th e Reform ed Ch u rch in Am erica, or an other Reform ed grou p ?
H3RE24	H ow  often have you attend ed
H3RE25	Man y ch u rch es, syn agogu es, an d oth er p laces of w orsh ip
H3RE26	In w h at religion w ere you raised ?
H3RE27	Were you raised as fu n d am entalist, evan gelical, m ain lin e, liberal, Pentecostal, or non e of th ese?
H3RE28	Were you raised as trad itional, m od erate, liberal, or n one of th ese?
H3RE29	Were you raised as Orth od ox, Conservative, Reform , or n one of th ese?
H3RE30	H ow im p ortant [if Q.1 = 0 and Q.26 = 0, add “if at all”] is you r religiou s faith to you ?
H3RE31	In an average w eek, abou t how m an y hou rs d o you sp en d in religiou s activities in your home (su ch as p rayin g, m ed itatin g, or read in g religiou s books)?
H3RE32	H ow  often d o you p ray p rivately, th at is, w h en you 're alon e, in p laces oth er th an a
H3RE33	H ow im p ortan t is you r sp iritu al life to you ?
H3RE34	Did you ever have a religiou s or sp iritu al exp erien ce th at ch an ged you r life?
H3RE35	Abou t how  old w ere you th e first tim e th is hap p ened ?
H3RE36	Wh ich statem en t best d escribes you r beliefs abou t God ?
H3RE37	Wh at seem to be coincid en ces in m y life are not really coin cid en ces; I am bein g “led ” sp iritu ally.
H3RE38	I em p loy m y religiou s or sp iritu al beliefs as a basis for how to act an d live on a d aily basis.
H3RE39	An gels are p resent to help or w atch over m e.
H3RE40	Wou ld you say you have been “born again ” or have had a “born again ” exp erien ce—th at is, a tu rn in g p oin t in you r life w h en you com m itted you rself to Jesu s Ch rist?
H3RE41	To w h at exten t are you a religiou s p erson?
H3RE42	To w h at exten t are you a sp iritu al p erson?
H3GM1	Have yo u eve r bought lotte ry tickets, such as daily , scra tch -offs, or lotto?
H3GM2	Have you ever played  casino tables or video games for money—such games as craps, blackjack, roulette, slot machines, or video poker?
H3GM3	Hav e you ever played  any other g ames, such as cards or bingo, for money, or bet on horse races or sporting events, or taken part in any other kinds of gambling for money?
H3GM4	In all the time since you first started any typ e of gambling, what w ould you say was the largest amount of money that you have ever been behind across an entire year of gambling?
H3GM5	Ha ve ther e ever been  periods lasting two week s or longer when you  spe nt a lot of time  thinking  about  your ga mb ling experiences or planning out future gambling ventures or bets?
H3GM6	Have you ever gambled to relieve uncomfortable feelings such as guilt, anxiety, helplessness, or depression?
H3GM7	Ha s there ev er been a  period  when, if you lost m oney gambling one day , you would  retu rn another  day  to get even ?
H3GM8	Ha s your  gam bling ever  caused  serious or r epeat ed p roblem s in your relationship s with an y of your family memb ers or friend s?
H3DA1	In the past seven days, how m any times did you do housework, such as cleaning, cooking, or laundry?
H3DA2	In the pa st seven d ays, how  ma ny  tim es d id y ou  engage in  a hobby such as working on a collection, playing cards or board games, arts and  crafts, dram a, playin g a musical instrument or singing  with  a gr ou p, or shopping  just for fun?
H3DA3	In t he  past  sev en  days, how  man y times d id  you  watch a movie, play video or computer gam es, or use a computer for surfing the Web, exchanging email, or participating in a chat room?
H3DA4	On the av era ge, how many hours a we ek do you spend wa tching v ideos?
H3DA5	On the av era ge, how many hours a we ek do you spend playing vid eo or compu ter games, or using a comp uter for something other than school work?
H3DA6	In t he  past  seven  days, how  man y times did  you  watch television?
H3DA7	On the ave rage, how man y hours a week do yo u spend watching  television?
H3DA8	In the p ast seven  day s, how  man y times d id you  bicycle, skateboard, dance, hike, hun t, or do yard work?
H3DA9	In the p ast seven  day s, how  man y times d id you  roller blad e, roller skate, dow nhill ski, snow  board, play racqu et sports, or do a erobics?
H3DA10	In th e pa st sev en days, h ow  ma ny  tim es d id y ou  pa rticip ate instrenuous team spo rts such  as football, soccer, basketball, lacrosse, rugby, field hockey, or ice hockey?
H3DA11	In the past sev en days, how  ma ny  tim es d id y ou  pa rticip ate in individual sports such as running, wrestling, swimming, cross-country  skiing, cycle racing, or mart ial arts?
H3DA12	In th e pa st seven d ays, h ow  ma ny  tim es d id y ou  pa rticip ate in gymnastics, weight lifting, or strength training?
H3DA13	In the past seven days, how many times did you play golf, go fishing or bowling, or play softball or baseball?
H3DA14	In the past seven d ays, how m any times d id you w alk for exercise?
H3DA15	In the past seven days, how many times did you just “hang ou t” w ith friends , or talk on  the telephone for  mo re th an  five minutes?
H3DA16	Were the past seven days typical in terms of your physical activity?
H3DA17	Are you generally more active or less active than you were last week?
H3DA18	How  man y children less than six years old live in you r ho us eho ld?
H3DA19	H ow  ma ny  child ren  betw een th e age s of six an d t w elve liv e in you r h ou seh old ?
H3DA20	On the av era ge, how many hours per w eek do y ou sp end taking  care of the childr en in y our  hou sehold  wh o are less than  six years old by  feeding, bat hing , or dressin g them ?
H3DA21	On the av era ge, how many hours per w eek do y ou sp end taking care of these children by carrying them , walking with them , or playin g w ith th em?
H3DA22	Are the children in your hou sehold involved in any sports activities?
H3DA23	In the last seven days did you  attend any of their sports activities as a spectator or transport any of them to a game or practice?
H3DA24	How  man y times did you  do th is?
H3DA25	In the last seven days d id you actively participate in any of their sp orts activities—for examp le as a coach or referee?
H3DA26	How  man y times did you  do this?
H3DA27	On  th e av erag e, how  ma ny  hou rs d id y ou  spe nd  each tim e you p articipated  in such  a spor ts activity in th e last seven da ys?
H3DA28	Do you currently have a job?
H3DA29A	How  do y ou get  to and  from w ork?  Ind icate as man y kind s of transportation  as you  use. car
H3DA29B	How  do y ou get  to and  from w ork?  Ind icate as man y kind s of transportation  as you  use. bus 
H3DA29C	How  do y ou get  to and  from w ork?  Ind icate as man y kind s of transportation  as you  use. subway
H3DA29D	How  do y ou get  to and  from w ork?  Ind icate as man y kind s of transportation  as you  use. w alkin g
H3DA29E	How  do y ou get  to and  from w ork?  Ind icate as man y kind s of transportation  as you  use. bicycle
H3DA29F	How  do y ou get  to and  from w ork?  Ind icate as man y kind s of transportation  as you  use. other
H3DA30	How m any miles must you travel each work day from where you live to where you w ork?
H3DA31	How  many h ours a week do you u sually spend  at work?
H3DA32	On th e average, how m any h ours a w eek at work d o you spen d sta nd ing, doin g har d p hysical w ork (for examp le, d oin g con str uct ion  w ork )?
H3DA33	On th e average, how m any h ours a w eek at work d o you spen d sta nd ing, doin g mo der ate ph ysical work (for exam ple, nu rsin g or  bein g a m ech an ic)?
H3DA34	On th e average, how m any h ours a w eek at work d o you spen d sta nd ing, doin g light p hysical w ork (for examp le,
H3DA35	On th e average, how m any h ours a w eek at work d o you sp en d sea ted  (for e xam pl e, u sin g a co m pu ter  or d riv ing )?
H3DA36	Are you curr ently enrolled in school or in a job training or vocational education program?
H3DA37	How  ma ny  hou rs a week d o you  spend  in school or  at this p r og ram? 
H3DA38A	How  do you  get to and  from your school or prog ram?  Indicate as man y kinds of tran spor tation a s you u se. car
H3DA38B	How  do you  get to and  from your school or prog ram?  Indicate as man y kinds of tran spor tation a s you u se. bus 
H3DA38C	How  do you  get to and  from your school or prog ram?  Indicate as man y kinds of tran spor tation a s you u se. subway
H3DA38D	How  do you  get to and  from your school or prog ram?  Indicate as man y kinds of tran spor tation a s you u se. w alkin g
H3DA38E	How  do you  get to and  from your school or prog ram?  Indicate as man y kinds of tran spor tation a s you u se. bicycle
H3DA38F	How  do you  get to and  from your school or prog ram?  Indicate as man y kinds of tran spor tation a s you u se. other
H3DA39	How m any miles must you travel each class day from where you live to your school or program?
H3DA40	On the av era ge, how many hours a we ek do you spend wa lking or bikin g to an d from  classes?
H3DA41	On th e average, how m any h ours a week at school do you spend standing (for example, doing lab work or library res ear ch)?
H3DA42	On th e average, how m any h ours a w eek at school do you spend sitting (for example, reading, attending class, or using a computer )?
H3DA43F	H ow  tall ar e yo u i n fe et (a nd  inch es)?
H3DA43I	How  tall are you  in (feet and ) inches?
H3DA44	Wha t is your  curren t weigh t in p oun ds?
H3DA45	How  old w ere you  wh en you  got you r per iod for th e first time?
H3HGT_F	 Measured h eight [feet]
H3HGT_I	 Measu red  heigh t [inches]
TRICH	 Trich assay results
H3IR1	How  physically attractive is the respondent?
H3IR2	How  attractive is the respondent's personality?
H3IR3	How  well groomed was the respondent?
H3IR4	Indicate the race of the respondent from your own observation  (not fro m what th e respondent said).
H3IR5	Was a third person p resent during an y portion of the interview—not just walking throu gh the area w here the interview was being conducted, but listening to or taking part in the in terview  process?
H3IR6	How  man y interr uptions occurr ed durin g the interview ?
H3IR7	Wher e wa s the int erview  cond ucted ?
H3IR8	When  you w ent to th e interview  site, did yo u feel concerned for your safety?
H3IR9	Did  th e resp on dent appear  to b e dru nk  or und er the  influence of a drug?
H3IR10	Did the respondent ever seem bored or impatient during the interv iew?
H3IR11	Did  th e resp on dent's bored om  or impatien ce negatively affect the quality of the interview?
H3IR12	Did the resp ond ent ever app ear embarra ssed about answering q uestion s du ring th e interview ?
H3IR13	In your opinion , was th e responden t candid  in {HIS/ HER} responses?
H3IR14	Is the respondent blind ?
H3IR15	Is th e re sp on d en t d eaf?
H3IR16	Is the resp ondent p hysically disabled?
H3IR17	What is the respondent's skin color?
H3IR18	What color is the respondent's hair?
H3IR19	What color are the r esponden t's eyes?
H3IR20	Did  the resp ondent require your h elp  in completing the self- administered part of the questionnaire?
H3IR21	Note anything else essential to the interpretation and un der standing of this interview .
AID	RESPONDENT IDENTIFIER
IMONTH4	Month of Wave IV interview
IDAY4	Day of Wave IV interview
IYEAR4	Year of Wave IV interview
BIO_SEX4	Respondent's gender
VERSION4	Version number of the instrument administered
BREAK_Q	Breakoff questions asked? *
PRYEAR4	Previous interview year
PRETEST4	Pretest interview *
PRISON4	Interview conducted in prison *
H4OD1M	Respondent's date of birth – month*
H4OD1Y	Respondent's date of birth – year*
H4OD2A	English
H4OD2B	Spanish
H4OD2C	Chinese
H4OD2D	an other European language
H4OD2E	an other Asian language
H4OD2F	an other language
H4OD3	What language do you use most with your family and close relatives?
H4OD4	Were you born a US citizen?
H4OD5	Have you become a US citizen?
H4OD6Y	In what year did you become a citizen? [year] NOTE: Smallest 5 and largest 5 values are displayed.
H4OD7	Are you trying to become a US citizen?
H4WP1	Is your biological mother still alive?
H4WP2Y	In what year did your biological mother die? NOTE: Smallest 5 and largest 5 values are displayed.
H4WP3	(Has/did) your biological mother ever (spent/spend) time in jail or
H4WP4	How many times (has/did) your biological mother (spent/spend) time in jail or prison?*
H4WP5	How old were you when your biological mother went to jail or prison (the first time)? [years]
H4WP6	How old were you when your biological mother was released from jail or prison (most recently)? [years]
H4WP7	Is your biological father still alive?
H4WP8Y	In what year did you biological father die?
H4WP9	(Has/did) your biological father ever (spent/spend) time in jail or prison?
H4WP10	How many times (has/did) your biological father (spent/spend) time in jail or prison?*
H4WP11	How old were you when your biological father went to jail or prison (the first time)? [years]
H4WP12	How old were you when your biological father was released from jail or prison (most recently)? [years]*
H4WP13	What is this person's relationship to you?
H4WP14	Is your (mother figure) still alive?
H4WP15Y	In what year did your (mother figure) die?
H4WP16	(Has/did) your (mother figure) ever (spent/spend) time in jail or prison?
H4WP17	How many times (has/did) your (mother figure) (spent/spend) time in jail or prison?*
H4WP18	How old were you when your (mother figure) went to jail or prison (the first time)? [years]
H4WP19	How old were you when your (mother figure) was released from jail or prison (most recently)? [years]
H4WP20	How far do you and your (mother figure) live from one another?
H4WP21	How often do you and your (mother figure) see each other?
H4WP22	How often do you and your (mother figure) talk on the telephone, exchange letters, or exchange email?
H4WP23	You are satisfied with the way your (mother figure) and you communicate with each other.
H4WP24	How close do you feel to your (mother figure)?
H4WP25	How many times has your (mother figure) paid your living expenses or given you $50 or more to pay living expenses during the past 12 months?*
H4WP26	How many times have you paid your (mother figure's) living expenses or given her more than $50 to pay living expenses during the past 12 months?*
H4WP27	What is this person's relationship to you?
H4WP28	Is your (father figure) still alive?
H4WP29Y	In what year did your (father figure) die?
H4WP30	(Has/did) your (father figure) ever (spent/spend) time in jail or prison?
H4WP31	How many times (has/did) your (father figure) (spent/spend) time in jail or prison?*
H4WP32	How old were you when your (father figure) went to jail or prison (the first time)? [years]
H4WP33	How old were you when your (father figure) was released from jail or prison (most recently)? [years]
H4WP34	How far do you and your (father figure) live from one another?
H4WP35	How often do you and your (father figure) see each other?
H4WP36	How often do you and your (father figure) talk on the telephone, exchange letters, or exchange email?
H4WP37	You are satisfied with the way your (father figure) and you communicate with each other.
H4WP38	How close do you feel to your (father figure)?
H4WP39	How many times has your (father figure) paid your living expenses or given you $50 or more to pay living expenses during the past 12 months?*
H4WP40	How many times have you paid your (father figure's) living expenses or given him more than $50 to pay living expenses during the past 12 months?*
H4WS1	How many brothers and sisters do you have, both living and deceased? Include biologically related, adoptive, and step-brothers or sisters.*
H4WS2	How many have died?
H4WS4	How many close friends do you have? (Close friends include people whom you feel at ease with, can talk to about private matters, and can call on for help.)
H4WS5	What race are you close friends?
H4GH1	In general, how is your health?
H4GH2	In the past 30 days, how often did a health problem cause you to miss a day of school or work?
H4GH3M	What is the date your last menstrual period began? [Month]
H4GH3D	What is the date when your last menstrual period began? [Day] NOTE: Smallest 5 and largest 5 values are displayed.
H4GH3Y	What is the date when your last menstrual period began? [Year]
H4GH4A	What is your best guess about how long ago your last menstrual period began? [Number of days, weeks, or months]
H4GH4B	What is your best guess about how long ago your last menstrual period began? [Days, weeks, or months]
H4GH5F	How tall are you in feet?
H4GH5I	How tall are you in inches?
H4GH6	What is your current weight in pounds?*
H4GH7	How do you think of yourself in terms of weight?
H4GH8	How many times in the past seven days did you eat food from a fast food restaurant, such as McDonald's, Burger King, Wendy's, Arby's, Pizza Hut, Taco Bell, or Kentucky Fried Chicken or a local fast food restaurant? (Enter 99 for 99 or more times.)
H4GH9	In the past 7 days, how many regular (non-diet) sweetened drinks did you have? Include regular soda, juice drinks, sweetened tea or coffee, energy drinks, flavored water, or other sweetened drinks. (Enter 99 for 99 or more.)
H4GH10	In the past 7 days, how many diet or low-calorie drinks did you have? Include diet sodas, unsweetened tea or coffee, or other drinks sweetened with artificial sweeteners. (Enter 99 for 99 or more.) NOTE: Smallest 5 and largest 5 values are displayed.
H4GH11H	At what time did you last eat or drink anything other than water, including sugar-containing candy or gum? [Hour]
H4GH11M	At what time did you last eat or drink anything other than water, including sugar-containing candy or gum? [Minute]
H4GH11T	At what time did you last eat or drink anything other than water, including sugar-containing candy or gum? [am/pm]
H4GH12	Did you drink a caffeinated beverage (e.g., coffee, tea or soda) in the past 24 hours?
H4GH13H	At what time did you last drink a caffeinated beverage? [Hour]
H4GH13M	At what time did you last drink a caffeinated beverage? [Minute] NOTE: Smallest 5 and largest 5 values are displayed.
H4GH13T	At what time did you last drink a caffeinated beverage? [am/pm]
H4HS1	Which of the following best describes your current health insurance situation?
H4HS2A	You are not offered health insurance through work or school.
H4HS2B	It is too expensive.
H4HS2C	You do not need or want health insurance.
H4HS2D	You were denied health insurance.
H4HS3	Over the past 12 months, how many months did you have health insurance?
H4HS4	Has there been a time in the past 12 months when you thought you should get medical care, but you did not?
H4HS5	In the past 12 months, did a health problem get worse because you did not get care when you thought you should?
H4HS6	Where do you usually go when you are sick or need health care?
H4HS7	How long ago did you last have a routine check-up?
H4HS8	In the past 12 months have you had a dental examination by a dentist or dental hygienist?
H4HS9	In the past 12 months have you received psychological or emotional counseling?
H4ID1	The following questions are about activities you might do during a typical day. How much does your health now limit you in these activities: moderate activities, such as moving a table, pushing a vacuum cleaner, bowling, playing golf?
H4ID2	How much does your health now limit you in: climbing several flights of stairs?
H4ID3	Is your limitation in activities caused by a condition that has lasted more than a year, or by a condition that has developed recently?
H4ID4	Do you use a brace, cane, wheelchair or other device because of a physical condition?
H4ID5A	Has a doctor, nurse or other health care provider ever told you that you have or had: cancer or lymphoma or leukemia? Don't include skin cancer, except melanoma?
H4ID5B	Has a doctor, nurse or other health care provider ever told you that you have or had: high blood cholesterol or triglycerides or lipids?
H4ID5C	Has a doctor, nurse or other health care provider ever told you that you have or had: high blood pressure or hypertension {if female add, when you were not pregnant}?
H4ID5D	Has a doctor, nurse or other health care provider ever told you that you have or had: high blood sugar or diabetes {if female add, when  you were not pregnant}?
H4ID5E	Has a doctor, nurse or other health care provider ever told you that you have or had: heart disease?
H4ID5F	Has a doctor, nurse or other health care provider ever told you that you have or had: asthma, chronic bronchitis or emphysema?
H4ID5G	Has a doctor, nurse or other health care provider ever told you that you have or had: migraine headaches?
H4ID5H	Has a doctor, nurse or other health care provider ever told you that you have or had: depression?
H4ID5I	Has a doctor, nurse or other health care provider ever told you that you have or had: post-traumatic stress disorder or PTSD?
H4ID5J	Has a doctor, nurse or other health care provider ever told you that you have or had: anxiety or panic disorder?
H4ID5K	Has a doctor, nurse or other health care provider ever told you that you have or had: epilepsy or another seizure disorder?
H4ID5L	as a doctor, nurse or other health care provider ever told you that you have or had: attention problems or ADD or ADHD?
H4ID5N	Has a doctor, nurse or other health care provider ever told you that you have or had: Hepatitis C?
H4ID7	In the past 12 months, have you suffered any serious injuries? For example, broken bones, cuts or lacerations, burns, torn muscles, tendons or ligaments, or other injuries that interfered with your ability to perform daily tasks.
H4ID8	In the past 12 months, were you involved in a motor vehicle accident?
H4ID9A	Have you had gum disease (gingivitis; periodontal disease) or tooth loss because of cavities, Gum disease (gingivitis; periodontal disease) or tooth loss because of cavities in the last four weeks?*
H4ID9B	Have you had active infection in the last four weeks?*
H4ID9C	Have you had injury in the last four weeks?*
H4ID9D	Have you had acute illness in the last four weeks?*
H4ID9E	Have you had surgery in the last four weeks?*
H4ID9F	Have you had active seasonal allergies (hay fever) in last four weeks?*
H4ID9G	Have you had none of the above in the last four weeks?*
H4ID10A	Have you had cold or flu-like symptoms such as sore throat,
H4ID10B	Have you had fever in the last two weeks?*
H4ID10C	Have you had night sweats in the last two weeks?*
H4ID10D	Have you had nausea or vomiting or diarrhea in the last two weeks?*
H4ID10E	Have you had blood in stool (feces) or in urine in the last two weeks?*
H4ID10F	Have you had frequent urination in the last two weeks?*
H4ID10G	Have you had skin rash or abscess in the last two weeks?*
H4ID10H	Have you had none of the above in the last two weeks?*
H4ID11	Regarding your current medication use: In the past 24 hours, have you taken aspirin or aspirin-containing medications including cold and allergy medications or headache powders? Do not include acetaminophen for example, Tylenol, or ibuprofen, for example, Advil, Motrin or Nuprin. Some examples of aspirin-containing medications include: Anacin, Aspirin, B.C. Backache Relief Extra Strength, Bayer, Excedrin, Goody’s™, Pain Relief, Pain Reliever Added Strength, Vanquish
H4ID12	In the past 24 hours, have you taken other anti-inflammatory medications? Do not include acetaminophen, for example, Tylenol or aspirin-containing medications. Some examples of those include: Advil, Aleve, Ibuprofen, Motrin, Naproxen, Nuprin
H4ID13	Do you have total blindness in one or both eyes?
H4ID14	Do you use eyeglasses, contact lenses, both, or neither for vision correction?
H4ID15	With eyeglasses or contact lenses, how is your eyesight?
H4ID16	Have you ever worn a hearing aid?
H4ID17	Which statement best describes your hearing without a hearing aid or other assistive devices?
H4ID18	Do you have a problem with stuttering or stammering?
H4ID19	How would you describe your stuttering or stammering at this time?
H4ID20	In the past 12 months have you been bothered by ringing, roaring, or buzzing in your ears or head (tinnitus) that lasts for 5 minutes or more?
H4ID21	How long have you been bothered by this ringing, roaring, or buzzing in your ears or head?
H4ID22	In the past 12 months, how often have you had this ringing, roaring, or buzzing in your ears or head?
H4ID23	In the past 12 months, have you had any problem with your voice? By any problem, we mean was there any time when your voice was hoarse, raspy, breathy, weak, or, generally, did not work, perform, or sound as you feel it normally would?*
H4ID24	In the past 12 months, how often has your voice been hoarse, raspy, or breathy?*
H4ID25	In the past 12 months, how often have you had difficulty being heard or trouble projecting your voice?*
H4ID26	How often does a problem with your voice affect your personal, social, or working (professional) life?*
PRETEST	MAIN
H4SP1H	On the days you go to work, school or similar activities, what time do you usually wake up? [Hour]
H4SP1M	On the days you go to work, school or similar activities, what time do you usually wake up? [Minute]
H4SP1T	On the days you go to work, school or similar activities, what time do you usually wake up? [am/pm]
H4SP2H	On those days, what time do you usually go to sleep the night or day before? [Hour]
H4SP2M	On those days, what time do you usually go to sleep the night or day before? [Minute]
H4SP2T	On those days, what time do you usually go to sleep the night or day before? [am/pm]
H4SP3H	On the days that you don't have to get up at a certain time, what time do you usually wake up? [Hour]
